11.000000	359.000000
17.999992	466.000000
29.999992	536.000000
47.000000	606.000000
73.000000	672.999939
110.000000	735.000000
158.000015	790.000000
214.000000	835.000000
279.999969	864.000000
352.999969	873.000000
424.000000	858.999939
487.000000	824.999939
541.999939	779.999939
589.999939	725.999939
627.000000	663.999939
653.000000	596.000000
667.999939	526.000000
678.999939	453.999969
682.999939	348.999969
47.000000	278.000000
102.999985	258.000000
162.999985	249.999985
222.000000	254.000000
282.000000	251.999985
226.000000	214.000000
155.000000	205.000000
87.000000	219.000000
655.000000	270.000000
601.000000	247.000000
541.999939	240.999985
483.999939	248.999985
426.000000	251.999985
478.000000	211.000000
546.000000	200.000000
612.000000	215.000000
148.999985	327.000000
174.999969	335.000000
203.000000	336.000000
231.000000	329.000000
256.999969	316.000000
231.000000	298.000000
202.000000	296.000000
172.000000	306.000000
202.000000	316.000000
202.000000	315.000000
563.000000	322.000000
535.000000	332.000000
504.000000	336.000000
472.999939	331.000000
443.000000	321.000000
468.000000	298.000000
501.999939	292.000000
535.000000	300.000000
503.000000	315.000000
503.000000	313.000000
302.000000	322.000000
296.000000	448.999969
248.000000	518.000000
298.000000	547.000000
348.000000	558.000000
399.000000	545.000000
445.000000	514.000000
397.999969	447.000000
394.999969	325.000000
348.000000	500.999969
224.999969	651.000000
472.999939	651.000000
262.000000	675.000000
303.000000	690.999939
346.000000	695.999939
391.000000	693.000000
434.000000	677.000000
408.999939	655.000000
346.000000	656.000000
285.000000	653.999939
270.000000	635.000000
315.000000	619.999939
346.000000	627.999939
377.999969	621.000000
425.000000	636.999939
408.999939	649.000000
346.000000	649.000000
284.000000	646.999939
348.500000	323.500000
354.000000	251.999985
347.000000	593.000000
139.999985	-135.999954
341.000000	-19.800003
584.000061	-135.999969
349.000000	88.999992
18.345352	251.542816
679.338379	243.847946
514.246277	58.655132
635.105225	136.943192
348.587219	29.940178
183.445953	59.688087
62.580780	140.792389
